name,need
Convex Sets and Halfspaces,Convex Sets
Convex Sets and Halfspaces,Halfspaces
Convex Sets,Affine Sets
Convex Sets,Intervals
Convex Sets,Set Operations
Halfspaces,Hyperplanes
Affine Sets,N-Dimensional Space
Intervals,Real Numbers
Set Operations,Algebras
Set Operations,Set Intersections
Set Operations,Set Symmetric Differences
Set Operations,Set Unions
Hyperplanes,Affine Set Dimensions
Hyperplanes,Subspace Orthogonal Complements
N-Dimensional Space,Real Numbers
N-Dimensional Space,Space
Real Numbers,Rational Numbers
Algebras,Operations
Set Intersections,Pair Intersections
Set Symmetric Differences,Set Complements
Set Symmetric Differences,Set Unions
Set Unions,Empty Set
Set Unions,Unordered Pairs
Affine Set Dimensions,Affine Sets and Subspaces
Affine Set Dimensions,Subspace Dimensions
Subspace Orthogonal Complements,Orthogonal Complements
Subspace Orthogonal Complements,Subspace Dimensions
Rational Numbers,Integer Numbers
Operations,Functions
Pair Intersections,Set Specification
Set Complements,Empty Set
Set Complements,Set Differences
Empty Set,Set Specification
Unordered Pairs,Set Specification
Affine Sets and Subspaces,Affine Sets
Affine Sets and Subspaces,Subspaces
Affine Sets and Subspaces,Translate Sets
Subspace Dimensions,Vector Space Dimensions
Orthogonal Complements,Inner Products
Integer Numbers,Zero
Functions,Relations
Set Specification,Set Inclusion
Set Differences,Set Specification
Subspaces,Vectors
Translate Sets,Vectors
Vector Space Dimensions,Vector Space Bases
Inner Products,Vectors
Zero,Equation Solutions
Zero,Natural Numbers
Relations,Cartesian Products
Set Inclusion,Definitions
Set Inclusion,Standardized Accounts
Vectors,Fields
Vectors,N-Dimensional Space
Vector Space Bases,Linearly Dependent Vectors
Vector Space Bases,Span
Equation Solutions,Identities
Natural Numbers,Empty Set
Natural Numbers,Set Intersections
Natural Numbers,Set Unions
Cartesian Products,Ordered Pairs
Cartesian Products,Set Powers
Definitions,Objects
Standardized Accounts,Accounts
Fields,Groups
Fields,Rational Numbers
Linearly Dependent Vectors,Linear Combinations
Span,Subspaces
Identities,Names
Ordered Pairs,Unordered Triples
Set Powers,Unordered Triples
Accounts,Deductions
Accounts,Quantified Statements
Groups,Algebras
Groups,Integer Numbers
Linear Combinations,Numberings
Linear Combinations,Vectors
Names,Letters
Names,Objects
Unordered Triples,Pair Unions
Deductions,Logical Statements
Quantified Statements,Logical Statements
Numberings,Finite Sets
Pair Unions,Set Unions
Logical Statements,Statements
Finite Sets,Equivalent Sets
Statements,Identities
Statements,Sets
Equivalent Sets,Equivalence Relations
Equivalent Sets,Function Inverses
Equivalent Sets,Natural Numbers
Sets,Names
Equivalence Relations,Relations
Function Inverses,Function Composites
Function Inverses,Injective Functions
Function Inverses,Surjective Functions
Function Composites,Functions
Injective Functions,Functions
Surjective Functions,Functions
